Timestamp,ACC_X,ACC_Y,ACC_Z,BVP,EDA,Condition
1568655123000.0,44,-12,-42,-0.0,0.0,0
1568655123250.0,44,-12,-42,-0.05,0.642957,0
1568655123500.0,44,-12,-42,6.2,0.8209870000000001,0
1568655123750.0,45,-10,-41,22.9,0.899382,0
1568655124000.0,45,-10,-41,93.76,0.936525,0
1568655124250.0,44,-9,-41,208.53,0.9634219999999999,0
1568655124500.0,46,-10,-40,-537.23,1.055639,0
1568655124750.0,46,-8,-39,71.43,1.0313729999999999,0
1568655125000.0,47,-9,-38,141.3,0.46654399999999996,0
1568655125250.0,47,-10,-39,37.59,0.973668,0
1568655125500.0,46,-9,-39,2.3,1.1760329999999999,0
1568655125750.0,46,-11,-40,-1.31,1.2503879999999998,0
1568655126000.0,47,-9,-39,-5.5,1.258073,0
1568655126250.0,48,-9,-39,-13.26,1.211964,0
1568655126500.0,47,-12,-40,33.94,1.23758,0
1568655126750.0,46,-10,-40,12.85,1.263196,0
1568655127000.0,46,-11,-39,-14.26,1.260634,0
1568655127250.0,47,-11,-39,-6.6,1.260634,0
1568655127500.0,46,-11,-39,3.44,1.259354,0
1568655127750.0,47,-11,-39,-1.52,1.263196,0
1568655128000.0,47,-11,-39,6.98,1.261915,0
1568655128250.0,46,-12,-40,-6.44,1.260634,0
1568655128500.0,47,-12,-40,6.79,1.263196,0
1568655128750.0,46,-11,-40,-9.15,1.263196,0
1568655129000.0,46,-12,-40,0.35,1.261915,0
1568655129250.0,46,-10,-39,-6.85,1.263196,0
1568655129500.0,46,-11,-40,-1.08,1.255511,0
1568655129750.0,45,-12,-41,-0.73,1.256792,0
1568655130000.0,46,-11,-41,0.92,1.256792,0
1568655130250.0,46,-12,-41,8.88,1.256792,0
1568655130500.0,46,-11,-40,1.03,1.25295,0
1568655130750.0,46,-11,-40,11.68,1.25295,0
1568655131000.0,46,-11,-40,-5.86,1.256792,0
1568655131250.0,45,-12,-39,2.57,1.263196,0
1568655131500.0,46,-12,-40,-7.58,1.264477,0
1568655131750.0,46,-12,-39,-0.81,1.270881,0
1568655132000.0,46,-12,-40,0.16,1.272161,0
1568655132250.0,46,-12,-41,-0.72,1.278565,0
1568655132500.0,46,-12,-40,7.05,1.277285,0
1568655132750.0,46,-11,-40,1.1,1.2760040000000001,0
1568655133000.0,47,-11,-40,6.44,1.2760040000000001,0
1568655133250.0,46,-11,-40,0.51,1.2760040000000001,0
1568655133500.0,47,-12,-41,8.69,1.270881,0
1568655133750.0,46,-11,-40,-4.51,1.2696,0
1568655134000.0,47,-11,-40,1.52,1.265758,0
1568655134250.0,47,-12,-40,-10.37,1.268319,0
1568655134500.0,47,-11,-39,0.48,1.259354,0
1568655134750.0,46,-11,-39,-7.55,1.260634,0
1568655135000.0,46,-12,-39,4.9,1.256792,0
1568655135250.0,47,-12,-40,-3.94,1.260634,0
1568655135500.0,46,-12,-40,-2.13,1.258073,0
1568655135750.0,46,-12,-40,3.51,1.258073,0
1568655136000.0,46,-11,-40,-2.89,1.255511,0
1568655136250.0,46,-10,-40,0.95,1.258073,0
1568655136500.0,46,-11,-40,-3.39,1.25423,0
1568655136750.0,46,-11,-40,3.72,1.2516690000000001,0
1568655137000.0,46,-11,-41,-1.61,1.25295,0
1568655137250.0,46,-11,-41,5.23,1.25423,0
1568655137500.0,46,-11,-40,-3.31,1.2503879999999998,0
1568655137750.0,46,-11,-40,5.41,1.247826,0
1568655138000.0,46,-11,-40,-4.25,1.243984,0
1568655138250.0,45,-11,-40,2.7,0.93019,0
1568655138500.0,46,-11,-40,-4.41,1.235018,0
1568655138750.0,46,-10,-40,4.25,1.233738,0
1568655139000.0,46,-11,-41,-1.29,1.238861,0
1568655139250.0,44,-10,-40,6.18,1.23758,0
1568655139500.0,44,-13,-43,-10.05,1.178664,0
1568655139750.0,44,-11,-38,-4.34,1.2222110000000002,0
1568655140000.0,47,-10,-36,-14.03,1.2234909999999999,0
1568655140250.0,51,-10,-38,-23.44,1.247826,0
1568655140500.0,50,-6,-38,-54.28,1.185068,0
1568655140750.0,50,-5,-34,60.63,1.243984,0
1568655141000.0,49,-3,-38,18.11,1.2234909999999999,0
1568655141250.0,51,1,-35,-15.89,1.247826,0
1568655141500.0,48,1,-36,78.31,1.247826,0
1568655141750.0,47,1,-37,80.16,1.2516690000000001,0
1568655142000.0,46,5,-41,-64.32,1.246546,0
1568655142250.0,43,16,-42,-77.73,1.2516690000000001,0
1568655142500.0,42,14,-46,-34.97,1.255511,0
1568655142750.0,42,19,-47,-8.87,1.261915,0
1568655143000.0,32,30,-37,-2.12,1.272161,0
