Timestamp,ACC_X,ACC_Y,ACC_Z,BVP,EDA,Condition
1554375834000.0,1,36,56,-0.0,0.0,0
1554375834250.0,20,32,50,-0.05,0.248533,0
1554375834500.0,2,43,36,6.2,0.32668,0
1554375834750.0,24,40,43,22.9,0.32411799999999996,0
1554375835000.0,27,41,39,93.76,0.327962,0
1554375835250.0,45,48,31,208.53,0.335648,0
1554375835500.0,29,30,43,-537.23,0.329243,0
1554375835750.0,18,3,55,71.96,0.331805,0
1554375836000.0,17,-6,47,143.7,0.330524,0
1554375836250.0,-27,-12,62,48.65,0.336929,0
1554375836500.0,-30,-16,53,36.14,0.348459,0
1554375836750.0,-21,-23,52,-23.45,0.35870799999999997,0
1554375837000.0,-28,-38,53,0.27,0.363832,0
1554375837250.0,-7,-36,56,51.15,0.359989,0
1554375837500.0,9,-27,51,148.75,0.35870799999999997,0
1554375837750.0,9,-35,56,92.97,0.354865,0
1554375838000.0,7,-35,51,12.97,0.354865,0
1554375838250.0,1,-37,50,-23.55,0.36127,0
1554375838500.0,0,-39,49,-82.42,0.36639499999999997,0
1554375838750.0,-4,-47,44,-278.54,0.363832,0
1554375839000.0,-6,-48,40,-125.01,0.363832,0
1554375839250.0,-6,-48,42,25.42,0.35870799999999997,0
1554375839500.0,-5,-53,39,58.17,0.356146,0
1554375839750.0,-3,-53,35,17.19,0.354865,0
1554375840000.0,-6,-55,34,4.4,0.352302,0
1554375840250.0,-6,-55,32,18.37,0.353584,0
1554375840500.0,-12,-55,28,17.09,0.34974,0
1554375840750.0,-6,-54,31,2.25,0.34589699999999995,0
1554375841000.0,-6,-52,33,-20.87,0.34589699999999995,0
1554375841250.0,-6,-53,31,5.99,0.344616,0
1554375841500.0,53,-60,-37,8.69,0.340773,0
1554375841750.0,37,-35,55,-8.94,0.348459,0
1554375842000.0,31,-43,38,26.16,0.34205399999999997,0
1554375842250.0,28,-48,35,15.8,0.316432,0
1554375842500.0,18,-63,31,-6.44,0.289529,0
1554375842750.0,16,-32,38,-3.27,0.283123,0
1554375843000.0,14,-49,27,8.59,0.27415500000000004,0
1554375843250.0,15,-55,26,-31.5,0.270312,0
1554375843500.0,11,-54,31,-77.29,0.275436,0
1554375843750.0,10,-54,32,-27.2,0.284404,0
1554375844000.0,-2,-46,25,38.03,0.294653,0
1554375844250.0,-11,-54,51,-21.25,0.32411799999999996,0
1554375844500.0,5,-20,60,-35.81,0.33821,0
1554375844750.0,9,-21,68,7.39,0.340773,0
1554375845000.0,9,-42,56,-26.56,0.339491,0
1554375845250.0,-1,-39,43,27.67,0.344616,0
1554375845500.0,0,-48,48,-2.93,0.344616,0
1554375845750.0,-2,-45,43,60.26,0.34717800000000004,0
1554375846000.0,-7,-47,40,-88.03,0.348459,0
1554375846250.0,-18,-47,35,160.57,0.351021,0
1554375846500.0,-16,-37,50,-68.48,0.34717800000000004,0
1554375846750.0,14,-58,32,4.17,0.34205399999999997,0
1554375847000.0,4,-51,37,-25.35,0.32411799999999996,0
1554375847250.0,44,-39,56,29.42,0.325399,0
1554375847500.0,7,-37,38,63.38,0.317713,0
1554375847750.0,39,73,46,132.39,0.281842,0
1554375848000.0,6,83,47,-134.26,0.292091,0
1554375848250.0,-3,60,51,-49.65,0.294653,0
1554375848500.0,-6,48,48,-7.66,0.318994,0
1554375848750.0,2,43,55,-68.13,0.32411799999999996,0
1554375849000.0,28,43,58,29.37,0.32668,0
1554375849250.0,34,-3,47,18.61,0.318994,0
1554375849500.0,6,-43,41,52.4,0.311307,0
1554375849750.0,11,-53,34,47.04,0.30234,0
1554375850000.0,16,-56,23,25.74,0.304902,0
1554375850250.0,12,-58,21,33.72,0.310026,0
1554375850500.0,15,-61,16,-71.24,0.313869,0
1554375850750.0,10,-59,11,-61.44,0.318994,0
1554375851000.0,16,-56,10,-7.6,0.306183,0
1554375851250.0,23,-62,-3,20.33,0.320275,0
1554375851500.0,10,-59,-4,-1.5,0.317713,0
1554375851750.0,16,-61,-9,4.62,0.310026,0
1554375852000.0,6,-65,-7,8.05,0.320275,0
1554375852250.0,12,-56,1,37.09,0.325399,0
1554375852500.0,10,-59,5,-24.19,0.335648,0
1554375852750.0,5,-58,6,-12.26,0.33821,0
1554375853000.0,34,-50,17,-4.35,0.339491,0
1554375853250.0,-6,-39,64,-33.78,0.336929,0
1554375853500.0,-8,-50,30,30.68,0.325399,0
1554375853750.0,43,-24,80,10.42,0.318994,0
1554375854000.0,-3,-15,71,10.71,0.306183,0
1554375854250.0,-16,-18,28,83.28,0.311307,0
1554375854500.0,-35,-35,76,-15.2,0.325399,0
1554375854750.0,5,-8,45,-67.91,0.321556,0
1554375855000.0,6,-23,57,-30.35,0.32411799999999996,0
1554375855250.0,-12,-28,72,7.37,0.320275,0
1554375855500.0,23,-36,37,44.64,0.322837,0
1554375855750.0,-71,-2,33,45.39,0.297215,0
1554375856000.0,-48,-6,32,-43.93,0.30234,0
1554375856250.0,-8,46,40,-30.29,0.292091,0
1554375856500.0,18,39,54,-20.61,0.29337199999999997,0
1554375856750.0,1,32,50,-39.47,0.299777,0
1554375857000.0,-5,40,58,65.12,0.310026,0
1554375857250.0,-7,23,50,-76.71,0.311307,0
1554375857500.0,-11,52,58,2.58,0.30746399999999996,0
1554375857750.0,4,42,58,-24.79,0.317713,0
1554375858000.0,32,5,56,-13.56,0.320275,0
1554375858250.0,11,-3,36,-6.47,0.321556,0
1554375858500.0,6,-54,29,42.13,0.317713,0
1554375858750.0,29,-53,20,34.35,0.313869,0
1554375859000.0,3,-66,16,98.46,0.313869,0
1554375859250.0,18,-51,8,-1.59,0.321556,0
1554375859500.0,16,-61,17,-14.6,0.32411799999999996,0
1554375859750.0,22,-50,22,-91.95,0.32411799999999996,0
1554375860000.0,26,-58,15,2.29,0.336929,0
1554375860250.0,20,-51,15,-19.71,0.34205399999999997,0
1554375860500.0,28,-56,21,9.88,0.33821,0
1554375860750.0,14,-47,30,-41.2,0.339491,0
1554375861000.0,-8,-54,23,37.52,0.344616,0
1554375861250.0,3,-53,27,23.89,0.352302,0
1554375861500.0,13,-60,18,2.62,0.351021,0
1554375861750.0,16,-52,20,-15.9,0.34974,0
1554375862000.0,22,-67,24,12.61,0.351021,0
1554375862250.0,9,-57,11,11.49,0.351021,0
1554375862500.0,32,-65,4,-14.34,0.356146,0
1554375862750.0,26,-49,16,24.23,0.35870799999999997,0
1554375863000.0,7,-60,35,-4.62,0.357427,0
1554375863250.0,29,-37,57,5.96,0.357427,0
1554375863500.0,29,-25,56,-41.81,0.357427,0
1554375863750.0,21,-16,59,70.71,0.34717800000000004,0
1554375864000.0,4,-2,65,-22.06,0.306183,0
1554375864250.0,2,9,40,-6.76,0.304902,0
1554375864500.0,3,46,54,21.35,0.315151,0
1554375864750.0,-26,51,35,-10.55,0.311307,0
1554375865000.0,4,43,54,-47.1,0.325399,0
1554375865250.0,23,34,53,-61.03,0.340773,0
1554375865500.0,29,30,54,80.5,0.352302,0
1554375865750.0,8,56,54,-62.87,0.353584,0
1554375866000.0,28,32,42,-66.31,0.35870799999999997,0
1554375866250.0,35,6,34,83.19,0.367676,0
1554375866500.0,22,30,57,37.44,0.36895700000000003,0
1554375866750.0,17,28,51,5.92,0.371519,0
1554375867000.0,25,4,52,-18.52,0.36895700000000003,0
1554375867250.0,8,26,84,7.73,0.363832,0
1554375867500.0,-9,15,55,53.44,0.362551,0
1554375867750.0,-1,11,61,-27.66,0.36895700000000003,0
1554375868000.0,-8,10,66,25.2,0.362551,0
1554375868250.0,-16,22,55,-94.91,0.329243,0
1554375868500.0,-5,5,68,-15.26,0.32411799999999996,0
1554375868750.0,15,-11,59,51.39,0.322837,0
1554375869000.0,29,-15,57,95.32,0.318994,0
1554375869250.0,18,-46,37,-42.19,0.322837,0
1554375869500.0,26,-44,32,14.72,0.321556,0
1554375869750.0,30,-58,44,-12.43,0.322837,0
1554375870000.0,33,-59,0,5.91,0.322837,0
1554375870250.0,24,-46,14,-32.58,0.325399,0
1554375870500.0,27,-42,20,-5.69,0.335648,0
1554375870750.0,27,-60,7,-4.71,0.340773,0
1554375871000.0,18,-50,1,0.25,0.335648,0
1554375871250.0,14,-47,18,28.12,0.330524,0
1554375871500.0,24,-55,29,17.06,0.334367,0
1554375871750.0,11,-50,19,-0.46,0.340773,0
1554375872000.0,6,-63,30,-2.13,0.344616,0
1554375872250.0,7,-48,37,-23.62,0.348459,0
1554375872500.0,1,-66,25,-20.13,0.34717800000000004,0
1554375872750.0,11,-54,25,15.86,0.348459,0
1554375873000.0,18,-65,19,5.96,0.352302,0
1554375873250.0,34,-65,19,44.95,0.356146,0
1554375873500.0,25,-55,19,-2.56,0.357427,0
1554375873750.0,24,-61,23,-4.56,0.354865,0
1554375874000.0,3,-67,46,2.21,0.352302,0
1554375874250.0,-19,-55,27,21.91,0.356146,0
1554375874500.0,-30,-34,44,-19.19,0.354865,0
1554375874750.0,-11,-32,46,-29.29,0.357427,0
1554375875000.0,16,-10,60,-20.38,0.36127,0
1554375875250.0,19,-9,64,19.91,0.371519,0
1554375875500.0,24,-10,61,5.08,0.39970300000000003,0
1554375875750.0,32,-12,59,-61.35,0.41379499999999997,0
1554375876000.0,33,-13,56,-69.96,0.43813599999999997,0
1554375876250.0,25,-15,53,-15.73,0.43429300000000004,0
1554375876500.0,26,-22,49,-34.93,0.43429300000000004,0
1554375876750.0,32,-22,52,21.61,0.433012,0
1554375877000.0,29,-23,55,54.13,0.433012,0
1554375877250.0,30,-21,54,27.76,0.43045,0
1554375877500.0,28,-22,54,-11.14,0.43045,0
1554375877750.0,21,-19,57,8.71,0.42916800000000005,0
1554375878000.0,20,-15,61,2.43,0.42788699999999996,0
1554375878250.0,16,-20,61,11.24,0.42916800000000005,0
1554375878500.0,-2,-20,65,16.75,0.42916800000000005,0
1554375878750.0,-5,-15,63,20.04,0.43173100000000003,0
1554375879000.0,1,-14,62,-7.04,0.43173100000000003,0
1554375879250.0,2,-14,61,-18.7,0.43045,0
1554375879500.0,3,-14,62,-10.66,0.43045,0
1554375879750.0,5,-14,61,9.42,0.43173100000000003,0
1554375880000.0,3,-18,62,19.45,0.43045,0
1554375880250.0,11,-17,65,8.97,0.433012,0
1554375880500.0,15,-20,68,15.13,0.433012,0
1554375880750.0,17,-43,50,0.44,0.42788699999999996,0
1554375881000.0,12,-23,45,5.33,0.406109,0
1554375881250.0,30,-16,65,4.65,0.38561100000000004,0
1554375881500.0,33,-15,58,35.45,0.383049,0
1554375881750.0,37,-28,49,27.77,0.381768,0
1554375882000.0,36,-28,45,37.21,0.38561100000000004,0
1554375882250.0,0,19,37,-6.68,0.400984,0
1554375882500.0,42,-16,60,-14.02,0.470164,0
1554375882750.0,44,-18,58,-25.47,0.44838500000000003,0
1554375883000.0,13,9,66,-91.68,0.43557399999999996,0
1554375883250.0,9,-1,22,-81.23,0.43429300000000004,0
1554375883500.0,-50,74,5,197.1,0.38561100000000004,0
1554375883750.0,-42,83,14,131.97,0.359989,0
1554375884000.0,-43,46,8,-42.75,0.3728,0
1554375884250.0,-50,46,26,-54.34,0.377924,0
1554375884500.0,-34,49,27,5.88,0.36895700000000003,0
1554375884750.0,-46,34,-1,-70.85,0.383049,0
1554375885000.0,-39,-2,2,-17.59,0.462477,0
1554375885250.0,-77,61,6,5.82,0.47656899999999996,0
1554375885500.0,-43,33,29,53.1,0.404828,0
1554375885750.0,-12,37,48,9.36,0.39714099999999997,0
1554375886000.0,-39,61,31,57.18,0.392017,0
1554375886250.0,-78,55,13,-36.12,0.376643,0
1554375886500.0,-60,32,-1,-46.5,0.379206,0
1554375886750.0,-59,17,5,28.87,0.40995200000000004,0
1554375887000.0,-54,33,12,-14.52,0.43045,0
1554375887250.0,-63,23,14,-53.64,0.42916800000000005,0
1554375887500.0,-39,18,28,-84.14,0.424044,0
1554375887750.0,-48,38,5,29.36,0.416357,0
1554375888000.0,-57,20,-18,27.72,0.415076,0
1554375888250.0,-45,24,32,82.69,0.403546,0
1554375888500.0,-61,59,35,-29.23,0.38561100000000004,0
1554375888750.0,-25,62,31,-23.49,0.392017,0
1554375889000.0,-5,71,54,-2.28,0.393298,0
1554375889250.0,-5,-39,9,63.45,0.34205399999999997,0
1554375889500.0,19,15,63,-7.71,0.334367,0
1554375889750.0,41,45,48,81.39,0.370238,0
1554375890000.0,4,33,57,105.24,0.377924,0
1554375890250.0,14,32,58,-15.61,0.376643,0
1554375890500.0,13,25,47,-156.78,0.377924,0
1554375890750.0,25,29,59,28.16,0.376643,0
1554375891000.0,34,44,47,7.86,0.38433,0
1554375891250.0,20,35,53,-48.7,0.392017,0
1554375891500.0,3,32,62,-23.46,0.390735,0
1554375891750.0,-6,17,58,-7.88,0.38561100000000004,0
1554375892000.0,-11,-11,59,-12.35,0.381768,0
1554375892250.0,-5,1,62,24.24,0.38048699999999996,0
1554375892500.0,-19,4,66,48.27,0.379206,0
1554375892750.0,-19,5,61,30.59,0.377924,0
1554375893000.0,-2,8,62,16.5,0.377924,0
1554375893250.0,-9,-1,77,2.94,0.377924,0
1554375893500.0,-42,-22,39,-17.17,0.376643,0
1554375893750.0,-8,-47,43,8.69,0.375362,0
1554375894000.0,11,-50,33,15.22,0.371519,0
1554375894250.0,13,-51,33,-20.42,0.3728,0
1554375894500.0,-15,-49,41,-60.52,0.377924,0
1554375894750.0,-6,-48,35,-14.15,0.381768,0
1554375895000.0,-3,-56,36,8.36,0.392017,0
1554375895250.0,1,-57,25,58.67,0.39714099999999997,0
1554375895500.0,-9,-66,20,-47.7,0.406109,0
1554375895750.0,1,-57,24,5.13,0.408671,0
1554375896000.0,-9,-57,28,16.96,0.40995200000000004,0
1554375896250.0,-3,-55,23,2.26,0.40739000000000003,0
1554375896500.0,-3,-56,16,-16.85,0.40739000000000003,0
1554375896750.0,-7,-57,20,-21.66,0.40739000000000003,0
1554375897000.0,0,-59,24,17.38,0.406109,0
1554375897250.0,2,-60,27,9.18,0.404828,0
1554375897500.0,-1,-58,25,1.32,0.408671,0
1554375897750.0,-2,-59,22,34.35,0.408671,0
1554375898000.0,2,-59,23,4.46,0.40995200000000004,0
1554375898250.0,3,-59,24,-2.3,0.40995200000000004,0
1554375898500.0,2,-58,23,-7.07,0.40995200000000004,0
1554375898750.0,4,-57,26,21.83,0.40995200000000004,0
1554375899000.0,7,-51,19,-17.7,0.40995200000000004,0
1554375899250.0,39,-28,65,3.47,0.41379499999999997,0
1554375899500.0,25,-20,55,-24.49,0.42148199999999997,0
1554375899750.0,27,-14,57,-10.18,0.44838500000000003,0
1554375900000.0,24,-13,58,-27.14,0.470164,0
1554375900250.0,23,-11,61,93.48,0.484256,0
1554375900500.0,20,-23,63,45.65,0.482975,0
1554375900750.0,37,-16,44,-96.44,0.47400699999999996,0
1554375901000.0,21,-34,56,3.12,0.470164,0
1554375901250.0,21,-32,50,7.29,0.46631999999999996,0
1554375901500.0,-4,1,49,46.38,0.46631999999999996,0
1554375901750.0,-61,10,62,-0.74,0.44838500000000003,0
1554375902000.0,-56,6,6,-18.29,0.367676,0
1554375902250.0,-46,21,17,-67.67,0.379206,0
1554375902500.0,-46,10,19,24.81,0.38433,0
1554375902750.0,-75,36,14,47.91,0.381768,0
1554375903000.0,-40,-1,6,-98.82,0.386892,0
1554375903250.0,-81,31,8,1.98,0.393298,0
1554375903500.0,-77,15,-7,11.96,0.39586,0
1554375903750.0,-55,25,13,-22.82,0.39586,0
1554375904000.0,-28,76,20,18.29,0.389454,0
1554375904250.0,-11,67,20,-21.94,0.386892,0
